package_name,function
cob_perception_common,provides utilities
cob_obstacle_distance_moveit,provides nodes
cob_obstacle_distance_moveit,calculating the minimal distance
cob_obstacle_distance_moveit,"robot links, obstacles"
cob_obstacle_distance_moveit,using MoveIt!'s PlanningSceneMonitor
cob_object_detection_visualizer,visualizes the object detection result.
cob_object_detection_msgs,contains message
cob_msgs,"representing state information,"
cob_mimic,implements the Care-O-bot mimic
cob_manipulation,includes packages
cob_manipulation,provide manipulation capabilities
cob_light,contains scripts
cob_light,operate the LED lights
cob_image_flip,viewing direction
cob_image_flip,receive an upright image
cob_hand_bridge,provides a driver
cob_hand,includes packages
cob_hand,provide access
cob_generic_can,provides an interface
cob_generic_can,be components
cob_generic_can,communication device
cob_gazebo_worlds,provides some worlds
cob_gazebo_tools,provides helper tools
cob_gazebo_ros_control,contains a specialization
cob_gazebo_ros_control,plugin. The cob_gazebo_ros_control plugin
cob_gazebo_ros_control,allows Multi-HardwareInterface-Support.
cob_gazebo_objects,provides some objects
cob_environments,holds packages
cob_elmo_homing,implements the special homing procedure
cob_driver,includes packages
cob_driver,provide access
cob_description,"contains the description (mechanical, kinematic, visual, etc.)"
cob_description,robot. The files
cob_default_env_config,contains configuration files
cob_collision_monitor,uses the planning scene monitor
cob_collision_monitor,read the state
cob_canopen_motor,implements a controller-drive component
cob_canopen_motor,"implements a specific setup,"
cob_canopen_motor,e.g. an ELMO Harmonica Controller
cob_calibration_data,holds the current calibration data
cob_bringup_sim,provides launch files
cob_bringup_sim,starting a simulated Care-O-bot.
cob_bms_driver,interfacing the battery management system
cob_base_drive_chain,contains classes
cob_base_drive_chain,control the platform
cob_base_drive_chain,establish a CAN communication
cob_base_drive_chain,steering motors
cob_base_drive_chain,send motion commands
cob_android,provides tools
cob_actions,contains Care-O-bot
ur_modern_driver,Deprecated ROS 1 driver
test_catkin_virtualenv_inherited,"inherits it's dependency's dependencies,"
test_catkin_virtualenv_inherited,override the version.
laserscan_kinect,depth image
laserscan_kinect,format. The conversion algorithm
laserscan_kinect,remove a ground
laserscan_kinect,compensate the sensor mount
laserscan_kinect,tilt angle relative
generic_control_toolbox,developing controllers
bagger,record rosbags
rqt_top,monitoring ROS processes.
rqt_srv,introspecting available ROS message types. Note
rqt_srv,is the ones
rqt_shell,is a Python GUI plugin
rqt_shell,providing an interactive shell.
rqt_service_caller,provides a GUI plugin
rqt_service_caller,calling arbitrary services.
rqt_py_console,is a Python GUI plugin
rqt_py_console,providing an interactive Python console.
rqt_msg,introspecting available ROS message types. Note
rqt_msg,is the ones
prbt_grippers,provides gripper support
hls_lfcd_lds_driver,is a sensor
hls_lfcd_lds_driver,sending the data
hls_lfcd_lds_driver,is developing the technology
hls_lfcd_lds_driver,moving platform sensor
summit_xl_gazebo,start the models
dynamixel_sdk,is wrapping version
dynamixel_sdk,is a software development library
dynamixel_sdk,provides Dynamixel control functions
dynamixel_sdk,communication. The API
rosflight_utils,Supporting utilities
imu_filter_madgwick,"fuses angular velocities, accelerations,"
imu_complementary_filter,"fuses angular velocities, accelerations,"
imu_complementary_filter,represent the orientation
imu_complementary_filter,wrt the global frame.
imu_complementary_filter,"""Keeping a Good Attitude: A"
video_stream_opencv,contains a node
video_stream_opencv,publish a video stream (the protocols
video_stream_opencv,opencv supports
video_stream_opencv,"including rtsp, webcams"
video_stream_opencv,supports camera info
video_stream_opencv,adjusting publishing rate.
qt_gui_py_common,provides common functionality
qt_gui_cpp,provides the foundation
qt_gui_cpp,creates bindings
qt_gui_app,start an instance
qt_gui,provides the infrastructure
qt_gui,contribute arbitrary widgets.
qt_dotgraph,provides helpers
python_qt_binding,provides Python bindings
python_qt_binding,are two providers: pyside
python_qt_binding,build bindings
python_qt_binding,is called "Shiboken".
python_qt_binding,is called "SIP".
python_qt_binding,provided is adapter code
python_qt_binding,make the user's Python code
python_qt_binding,binding provider
libphidget21,wraps the libphidget21
rosabridge_server,expanding abridged messages
graph_msgs,publishing graphs
gazebo_ros_pkgs,using ROS
abb_robot_msgs,representing basic interaction
abb_rapid_sm_addin_msgs,representing interaction
abb_rapid_sm_addin_msgs,using the RobotWare StateMachine Add-In.
abb_rapid_msgs,representing RAPID data
abb_egm_msgs,representing Externally Guided Motion (EGM) data
sick_safetyscanners,read the sensor output
visualstates,is reactive hierarchical visual robot planning tool.
settlerlib,create a settler
monocam_settler,settle. This package
laser_cb_detector,checkerboard corners
interval_intersection,calculating the intersection
image_cb_detector,Provide a node
image_cb_detector,extracts checkerboard corners
calibration_setup_helper,contains a script
calibration_setup_helper,generate calibration launch
calibration_msgs,defines messages
calibration_msgs,storing calibration samples
calibration_msgs,Expect the messages
calibration_launch,contains a collection
calibration_launch,configuring the calibration stack
calibration_estimation,is a generic rewrite
calibration,"involves capturing calibration data, estimating parameters,"
calibration,updating the URDF.
towr,provides implementations
towr,represent a legged locomotion
towr,resulting Nonlinear Programming Problem (NLP)
towr,using the generic optimizer interface
flir_ptu_viz,visualizing the FLIR PTUs.
driver_common,contains classes
driver_common,contains: driver_base: A base class
driver_common,"provide a consistent state machine (retries, error handling, etc.)"
driver_common,help timestamp hardware events
driver_base,writing drivers
realtime_tools,Contains a set
realtime_tools,breaking the realtime
realtime_tools,behavior. The tools
realtime_tools,"provides the realtime publisher,"
realtime_tools,publish messages
realtime_tools,add a basic implementation
realtime_tools,get data
realtime_tools,"is created, the realtime publisher"
realtime_tools,"start using it,"
robotnik_sensors,description. URDF
flir_boson_usb,using OpenCV
rsm_rviz_plugins,includes the Robot Statemachine GUI plugin
rsm_rqt_plugins,includes the Robot Statemachine GUI plugin
rsm_core,includes the Robot Statemachine's
rsm_additions,includes plugins
robot_statemachine,bundles all functionalities
teraranger_array,provides ros nodes
teraranger,provides ros nodes
rc_dynamics_api,provides an API
rc_dynamics_api,"rc_visard's current pose, velocity,"
rc_dynamics_api,rc_visard's user manual.
social_navigation_layers,"implement various social navigation contraints,"
robot_upstart,provides scripts
robot_upstart,uninstall Ubuntu Linux upstart jobs
robot_upstart,launch groups
pr2_tuckarm,Tucks the arms
pr2_tuckarm,moving the base
pr2_tuckarm,moves the arms
pr2_tuckarm,"tilting laser scanner,"
pr2_position_scripts,contains a number
pr2_position_scripts,set various components
pr2_position_scripts,improve usablity.
pr2_app_manager,running the application manager
rqt_plot,provides a GUI plugin
rqt_plot,visualizing numeric values
rqt_plot,using different plotting backends.
people_velocity_tracker,Track the output
people_velocity_tracker,indicate the velocity
people_tracking_filter,tracking people's locations
people,stack holds algorithms
people,perceiving people
leg_detector,using a machine learning approach
leg_detector,find leg-like patterns
rqt_bag_plugins,provides a GUI plugin
rqt_bag_plugins,replaying ROS bag files.
rqt_bag,provides a GUI plugin
rqt_bag,replaying ROS bag files.
message_to_tf,translates pose information
message_to_tf,tf. Currently
message_to_tf,"supports nav_msgs/Odometry,"
message_to_tf,resulting transform
hector_pose_estimation_core,is the core package
hector_pose_estimation_core,contains the Extended Kalman Filter
hector_pose_estimation_core,estimates the 6DOF pose
hector_pose_estimation,provides the hector_pose_estimation node
hector_localization,is a collection
hector_localization,provide the full 6DOF pose
hector_localization,"uses various sensor sources,"
hector_localization,are fused using an Extended Kalman filter. Acceleration
hector_localization,measurements. The usage
hector_localization,"supports GPS, magnetometer,"
hector_localization,provide a geometry_msgs/PoseWithCovariance message
rviz_fps_plugin,contains an additional ViewController
rviz_fps_plugin,navigate RViz
rviz_fps_plugin,enable the tool press
rviz_fps_plugin,enable the 'FPSMotion' ViewController. Use
rviz_fps_plugin,reset the view controller.
uav_simple_tracking,tracks a target
uav_random_direction,performs random direction coverage
uav_optimal_coverage,performs optimal coverage
uav_optimal_coverage,(UAVs). The UAVs
uav_optimal_coverage,divide the area
uav_local_coverage,performs local coverage
swarm_behaviors_velocity,provides velocity
swarm_behaviors_velocity,related functionalities.
swarm_behaviors_position,provides position
swarm_behaviors_position,related functionalities.
swarm_behaviors,library contains implementations
swarm_behaviors,is part
lidar_camera_calibration,find a rigid-body transformation
control_msgs,contains base messages
control_msgs,controlling robots.
control_msgs,provides representations
prbt_moveit_config,using the prbt
pilz_utils,contains utilities
pilz_testutils,contains testing utilities
pilz_status_indicator_rqt,Showing information
pilz_control,provides a specialized joint_trajectory_controller
pilz_control,holding state
